service_request_number;reported_date;parcel_id;parid_key;location;standardized_address;service_request_summary;category;service_request_status;resolution_code;definition;follow_up_date;service_request_type;target_block;area;postal_code;lat;lon;last_edited_date;vacant;geopoint;neighborhood
5119446;2021-03-26;025071  00037;02507100000370;804 BULLINGTON AVE;804 Bullington Ave, Memphis, Tennessee, 38106;HIGH GRASS;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-22;CE-Weeds Occupied Property;119.0;06-006;38106.0;35.10937306;-90.03591504;2022-02-23;;35.10937306, -90.03591504;South Memphis
6138494;2023-04-04;045032  00019;04503200000190;718 INEZ ST;718 Inez St, Memphis, Tennessee, 38111;Backyard near rear property line  junk, inoperable vehicles  front porch & yard junk;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-05-17;CE-Junky Yard;103.0;04-003;38111.0;35.11247391;-89.9653934;2023-11-08;N;35.11247391, -89.9653934;Buntyn
5270078;2021-05-21;070058  00061;07005800000610;1730 GOWAN DR;1730 Gowan Dr, Memphis, Tennessee, 38127;VEHICLES PARKED IN GRASS;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-08-04;CE-Junky Yard;6.0;07-007;38127.0;35.22010756;-90.00619222;2022-02-23;N;35.22010756, -90.00619222;Frayser
5514188;2021-12-02;063007  00054;06300700000540;582 BERCLAIR RD;582 Berclair Rd, Memphis, Tennessee, 38122;junky yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-31;CE-Junky Yard;49.0;05-004;38122.0;35.14723585;-89.91148605;2022-10-20;N;35.14723585, -89.91148605;Berclair
5025992;2021-01-06;042056  00010;04205600000100;1369 STANDRIDGE ST;1369 Standridge St, Memphis, Tennessee, 38108;junky yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-01-13;CE-Junky Yard;40.0;07-005;38108.0;35.17335661;-89.97224792;2022-02-23;N;35.17335661, -89.97224792;Hollywood
5532444;2021-12-21;072039  00005;07203900000050;2661 WOODLAWN TERRACE;2661 Woodlawn Ter, Memphis, Tennessee, 38127;DOWN TREE ON TOP OF GARAGE AND DAMAGING NEIGHBORS FENCE;Inspection-Junky Yard;Closed;CO;Closed, Other;2022-01-10;CE-Junky Yard;12.0;07-005;38127.0;35.19818553;-89.9979075;2022-03-31;N;35.19818553, -89.9979075;Frayser
5775848;2022-07-05;063029  00027;06302900000270;4740 LYNN RD;4740 Lynn Rd, Memphis, Tennessee, 38122;CE-Junky Yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-26;CE-Junky Yard;48.0;05-005;38122.0;35.15319333;-89.90278497;2022-08-09;N;35.15319333, -89.90278497;Berclair
5777438;2022-07-06;035092  00038;03509200000380;1612 S THIRD ST;1612 S 3rd St, Memphis, Tennessee, 38106;OCH HIGH GRASS FT/BK;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-20;CE-Weeds Occupied Property;126.0;06-004;38106.0;35.10344026;-90.05520962;2022-07-30;N;35.10344026, -90.05520962;Shadowlawn
5475246;2021-10-18;036050  00014;03605000000140;1777 TUTWILER AVE;1777 Tutwiler Ave, Memphis, Tennessee, 38107;COURT DATE 10/28/2022 @ 9AM. Overgrown vegetation over 12' high & that is no longer consider a wildflower garden in the front , sides, & easement  Regardless  it is over the 12' height & also interferes with pedestrians safety ,.;Weeds;Closed;DISM;Case dismissed         Need further discussion;2022-09-30;CE-Weeds Occupied Property;57.0;05-001;38112.0;35.15488624;-89.99940231;2022-10-27;N;35.15488624, -89.99940231;Midtown
5311264;2021-06-18;046015  00008;04601500000080;3534 CLAYPHIL AVE;3535 Carnes Ave, Memphis, Tennessee, 38111;Junk stored in carport, junk doors used to build a wall, eye sore;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-22;CE-Junky Yard;105.0;05-003;38111.0;35.11121803;-89.94458589;2022-02-23;N;35.11121803, -89.94458589;Normal
5021110;2021-01-04;035055  00028;03505500000280;254 SILVERAGE AVE;254 Silverage Ave, Memphis, Tennessee, 38109;PARKING ON GRASS, JUNKY PORCH, SIDE AND BACKYARD;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-01-19;CE-Junky Yard;128.0;06-004;38109.0;35.09934809;-90.07119884;2022-02-23;N;35.09934809, -90.07119884;Mallory
5675976;2022-04-28;073069  00002;07306900000020;2959 ATMORE ST;2959 Atmore St, Memphis, Tennessee, 38118;CE-Junky Yard;Inspection-Junky Yard;Closed;CVOAR;Incompliance Violation order to move auto - Auto removed;2022-10-25;CE-Junky Yard;193.0;04-005;38118.0;35.06817899;-89.90835509;2023-01-19;N;35.06817899, -89.90835509;Parkway Village
5760508;2022-06-23;076046  00005;07604600000050;473 SHOFNER RD;473 Shofner Ave, Memphis, Tennessee, 38109;Occupied house high weeds and grass;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Weeds Occupied Property;168.0;06-005;38109.0;35.0316294;-90.04833147;2022-07-19;N;35.0316294, -90.04833147;Raines
5222290;2021-04-22;073070  00018;07307000000180;3132 KNIGHT RD;3132 Knight Rd, Memphis, Tennessee, 38118;JUNKY YARD REAR APPLIANCE;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-28;CE-Junky Yard;193.0;04-005;38118.0;35.06333284;-89.91017538;2022-02-23;N;35.06333284, -89.91017538;Parkway Village
5397686;2021-08-19;070053  00035;07005300000350;1769 SUTTON DR;1769 S Sutton Dr, Memphis, Tennessee, 38127;OVERGROWN SHRUBBERY, GRASS, DYING TREES BEHIND FENCE- DO NOT CLOSE EMAIL COMPLAINT UNTIL COMPLIANCE;Weeds;Closed;CVOID;Closed Void;2021-10-16;CE-Weeds Occupied Property;;07-007;;35.2218319;-90.00471409;2024-02-03;N;35.2218319, -90.00471409;Frayser
5370690;2021-07-30;041031  00040;04103100000400;1938 HUBERT AVE;1938 Hubert Ave, Memphis, Tennessee, 38108;COURT DATE SET FOR 7/3/2024 @ 09:00AM. JUNKY YARD/HIGH GRASS;Inspection-Junky Yard;Pending Litigation;CTCNT;Court case continued;2023-06-28;CE-Junky Yard;38.0;07-005;38108.0;35.16904937;-89.99247891;2024-05-25;N;35.16904937, -89.99247891;North Memphis
5259068;2021-05-15;090003  00009;09000300000090;4700 ROYAL RIDGE DR;4700 Royal Ridge Dr, Memphis, Tennessee, 38128;high grass and weeds;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-09-11;CE-Weeds Occupied Property;15.0;01-001;38128.0;35.25434335;-89.93799093;2022-02-23;N;35.25434335, -89.93799093;Egypt
5501300;2021-11-16;049025  00021;04902500000210;1787 PRESTON ST;1787 Preston St, Memphis, Tennessee, 38106;COURT DATE 3/25/2022 @ 9:00AM. HIGH GRASS;Weeds;Closed;DISM;Case dismissed         Need further discussion;2022-02-18;CE-Weeds Occupied Property;131.0;06-007;38109.0;35.09843469;-90.05103421;2024-02-03;N;35.09843469, -90.05103421;Shadowlawn
5279128;2021-05-27;074056  00002;07405600000020;5049 COTTONWOOD RD;5049 Cottonwood Rd, Memphis, Tennessee, 38118;JUNKY YARD TRASH EVERYWHERE;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-19;CE-Weeds Occupied Property;195.0;04-005;38118.0;35.06883772;-89.89506321;2022-02-23;N;35.06883772, -89.89506321;Parkway Village
4843110;2020-09-10;013017  00004C;0130170000004C;267 BULLINGTON AVE;267 Bullington Ave, Memphis, Tennessee, 38106;Court date set for 7/14/21 @ 9:00am - JUNKY YARD;Inspection-Junky Yard;Closed;DISM;Case dismissed         Need further discussion;2021-07-14;CE-Junky Yard;122.0;06-004;38106.0;35.10922432;-90.05350157;2022-02-23;N;35.10922432, -90.05350157;Shadowlawn
4804230;2020-08-18;086025  00036;08602500000360;3674 HANNA DR;3674 Hanna Dr, Memphis, Tennessee, 38128;Next court date 08/27/2021 @ 9:00am - rear junk trash and debris;Inspection-Junky Yard;Closed;DISM;Case dismissed         Need further discussion;2021-07-23;CE-Junky Yard;17.0;01-002;38128.0;35.22593126;-89.92016949;2022-02-23;N;35.22593126, -89.92016949;Raleigh
5769734;2022-06-29;017031  00003;01703100000030;1493 COURT AVE;1493 Court Ave, Memphis, Tennessee, 38104;CE-Weeds Occupied Property;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-12-07;CE-Weeds Occupied Property;62.0;05-001;38104.0;35.13950927;-90.01135638;2022-12-07;N;35.13950927, -90.01135638;Midtown
5630732;2022-03-30;027006  00007;02700600000070;687 CHELSEA AVE;687 Chelsea Ave, Memphis, Tennessee, 38107;Junky front and back yard;Inspection-Junky Yard;Closed;CVOID;Closed Void;2022-04-25;CE-Junky Yard;33.0;07-003;38107.0;35.16412451;-90.03473563;2022-11-09;N;35.16412451, -90.03473563;Harbor Town
4929680;2020-11-13;085004  00032;08500400000320;3281 FAIRBANKS ST;3281 Fairbanks St, Memphis, Tennessee, 38128;TWO CARS IN REAR OF PROPERTY WRECKED;Inspection-Junky Yard;Closed;CVOAR;Incompliance Violation order to move auto - Auto removed;2021-01-21;CE-Junky Yard;19.0;01-002;38128.0;35.21519148;-89.92336213;2022-02-23;N;35.21519148, -89.92336213;Raleigh
5054222;2021-02-01;054038  00016;05403800000160;799 BERCLAIR RD;799 Berclair Rd, Memphis, Tennessee, 38122;Chattel on occupied property;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-10;CE-Junky Yard;49.0;05-004;38122.0;35.15314881;-89.91210781;2022-02-23;N;35.15314881, -89.91210781;Berclair
4827706;2020-08-30;086011  00001;08601100000010;3836 DOWEL ST;3836 Dowel St, Memphis, Tennessee, 38128;Appliance on the side of the house on driveway side;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-05-22;CE-Junky Yard;17.0;01-002;38128.0;35.23046384;-89.92409238;2022-07-26;N;35.23046384, -89.92409238;Egypt
6085462;2023-02-28;073077  00004;07307700000040;3403 S PERKINS RD;3403 S Perkins Rd, Memphis, Tennessee, 38118;Junky back yard with vines growing on south and east sides of house.;Inspection-Junky Yard;Closed;CVOID;Closed Void;2023-05-17;CE-Junky Yard;200.0;03-003;38118.0;35.05611918;-89.90730961;2023-12-20;N;35.05611918, -89.90730961;Parkway Village
5775808;2022-07-05;063029  00025;06302900000250;795 AVON RD;795 Avon Rd, Memphis, Tennessee, 38122;CE-Junky Yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-26;CE-Junky Yard;48.0;05-005;38122.0;35.15301443;-89.90223765;2022-12-27;Y;35.15301443, -89.90223765;Berclair
5039192;2021-01-15;022025  00013;02202500000130;901 N SEVENTH ST;901 N 7th St, Memphis, Tennessee, 38107;CE-Junky Yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-05-09;CE-Junky Yard;29.0;07-003;38107.0;35.16618281;-90.03825792;2022-02-23;N;35.16618281, -90.03825792;Harbor Town
5093248;2021-03-17;021014  00014;02101400000140;920 FAXON AVE;920 Faxon Ave, Memphis, Tennessee, 38105;CE-Junky Yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-05-07;CE-Junky Yard;34.0;07-004;38105.0;35.1563397;-90.02811604;2022-02-23;N;35.1563397, -90.02811604;Speedway Terrace
5077552;2021-03-01;067066  00005;06706600000050;5347 KNOLLWOOD DR;5347 Knollwood Dr, Memphis, Tennessee, 38119;trash and debris in front yard and porch also has inoperable vehicle;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-12;CE-Junky Yard;108.0;02-002;38119.0;35.09775146;-89.88245861;2022-02-23;N;35.09775146, -89.88245861;Brookfield
5028140;2021-01-07;072010  00042;07201000000420;3390 DENVER ST;3390 Denver St, Memphis, Tennessee, 38127;CE-Junky Yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-11;CE-Junky Yard;6.0;07-007;38127.0;35.21808206;-89.99563557;2022-02-23;N;35.21808206, -89.99563557;Frayser
5456816;2021-10-01;074073 A00016;0740730A000160;3333 CARIBOU DR;3333 Caribou Dr, Memphis, Tennessee, 38115;COURT DATE 12-10-2021 @ 9:00AM. cars on the street for over a year, a van, cars, and TRUCKS;Inspection-Junky Yard;Closed;DISM;Case dismissed         Need further discussion;2021-10-21;CE-Junky Yard;199.0;04-005;38115.0;35.0578464;-89.87950426;2022-02-23;N;35.0578464, -89.87950426;Hickory Hill
5270854;2021-05-22;071022  00028;07102200000280;2045 TOWNSEND DR;2045 Townsend Ave, Memphis, Tennessee, 38127;VIOLATION FOR JUNKY YARD/ INOPERABLE VEHICLES;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-23;CE-Junky Yard;6.0;07-001;38127.0;35.22861541;-89.99556641;2022-02-23;N;35.22861541, -89.99556641;Frayser
5271732;2021-05-24;028052  00077;02805200000770;211 W EDWIN CIR;211 W Edwin Cir, Memphis, Tennessee, 38104;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-09;CE-Weeds Occupied Property;64.0;05-001;38112.0;35.12764893;-89.9787352;2022-02-23;N;35.12764893, -89.9787352;Lenox
4852708;2020-09-17;035082  00005;03508200000050;35 FAY;35 W Fay Ave, Memphis, Tennessee, 38109;Court date set for 8/20/2021 @ 9:00am - Junky yard and debris.;Inspection-Junky Yard;Closed;DISM;Case dismissed         Need further discussion;2021-08-20;CE-Junky Yard;128.0;06-004;38109.0;35.10191724;-90.06381582;2022-02-23;N;35.10191724, -90.06381582;Mallory
5524328;2021-12-15;059065  00011;05906500000110;3165 RADFORD RD;3165 Radford Rd, Memphis, Tennessee, 38111;junky yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-29;CE-Junky Yard;113.0;04-003;38111.0;35.10468387;-89.95710142;2022-02-23;N;35.10468387, -89.95710142;Orange Mound
5518680;2021-12-07;031115  00016;03111500000160;1995 MANILA AVE;1995 Manila Ave, Memphis, Tennessee, 38114;Backyard near rear property line  inoperable vehicles on the grass;Inspection-Junky Yard;Closed;JA;Justified, Active already file;2022-02-03;CE-Junky Yard;82.0;04-006;38114.0;35.11675876;-89.9957759;2023-01-19;N;35.11675876, -89.9957759;Cooper-Young
5518494;2021-12-07;075205  00014;07520500000140;363 CHARTER AVE;363 Charter Ave, Memphis, Tennessee, 38109;junky yard;Inspection-Junky Yard;Closed;CVOID;Closed Void;2022-03-03;CE-Junky Yard;173.0;06-002;38109.0;35.01891584;-90.07617612;2022-04-07;N;35.01891584, -90.07617612;Persey
5536894;2021-12-28;076018  00002;07601800000020;517 JEANNE DR;517 Jeanne Dr, Memphis, Tennessee, 38109;dumping waste in neighborhood/ piling trash up in front yard, working on vehicles;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-14;CE-Junky Yard;165.0;06-005;38109.0;35.03777433;-90.04679797;2022-04-13;N;35.03777433, -90.04679797;Raines
5410720;2021-08-27;029077  00004;02907700000040;2589 FELIX AVE;2589 Felix Ave, Memphis, Tennessee, 38111;Junky yard and debris.;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-11-05;CE-Junky Yard;80.0;04-003;38111.0;35.11760805;-89.97560251;2022-02-23;N;35.11760805, -89.97560251;Buntyn
5772190;2022-06-30;082027  00049;08202700000490;1185 CONNEMARA AVE;1185 Connemara Ave, Memphis, Tennessee, 38109;OCCUPIED PROPERTY HAS HIGH GRASS AND WEEDS;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-20;CE-Weeds Occupied Property;162.0;06-002;38109.0;35.03316327;-90.10369823;2022-07-20;N;35.03316327, -90.10369823;Westwood
5331464;2021-07-04;085004  00015;08500400000150;3344 CRAIN COVE;3344 Crain Cv, Memphis, Tennessee, 38128;high grass front and rear;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-27;CE-Weeds Occupied Property;19.0;01-002;38128.0;35.21694407;-89.92489243;2022-02-23;N;35.21694407, -89.92489243;Raleigh
5446860;2021-09-23;041004  00028;04100400000280;1612 RICE ST;1612 Rice St, Memphis, Tennessee, 38108;COURT DATE 6/21/2023 @ 9am. junky yard/vehicle on grass;Inspection-Junky Yard;Closed;DISM;Case dismissed         Need further discussion;2023-05-17;CE-Junky Yard;39.0;07-005;38108.0;35.18056968;-89.99109015;2023-04-17;Y;35.18056968, -89.99109015;North Memphis
4857180;2020-09-21;064015  00014;06401500000140;103 N FERNWAY RD;103 N Fernway Rd, Memphis, Tennessee, 38117;high grass, tree branches needs to be cut;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-02-02;CE-Weeds Occupied Property;70.0;05-005;38117.0;35.13381102;-89.89441421;2022-02-23;N;35.13381102, -89.89441421;East Memphis
5987278;2022-12-07;059015  00049;05901500000490;1232 RUTLAND ST;1232 Rutland Rd, Memphis, Tennessee, 38114;JUNKY FRONT AND BACKYARD TRASH AND DEBRIS SURROUNDING THE YARD;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-12-29;CE-Junky Yard;142.0;04-007;38114.0;35.09811949;-89.96285211;2024-01-08;N;35.09811949, -89.96285211;Bellevue
5758058;2022-06-22;013020  00019;01302000000190;260 ADOLPHUS AVE;260 Adolphus Ave, Memphis, Tennessee, 38106;HIGH GRASS, WEEDS, BUSHES TREES, INOPERABLE VEHICLES,  JUNKY YARD;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-06;CE-Junky Yard;122.0;06-004;38106.0;35.11130079;-90.05361013;2022-07-21;N;35.11130079, -90.05361013;Shadowlawn
5773302;2022-07-01;035085  00009;03508500000090;1631 S MAIN;124 Dover Ave, Memphis, Tennessee, 38106;PARKING ON GRASS,  JUNKY YARD,  OPEN STORAGE OF INDOOR FURNISHINGS;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Junky Yard;126.0;06-004;38106.0;35.10257591;-90.05840104;2022-07-20;N;35.10257591, -90.05840104;Mallory
5897322;2022-09-12;082012  00048;08201200000480;3686 BOXTOWN RD;3686 Boxtown Rd, Memphis, Tennessee, 38109;COURT DATE 5/17/2023 @ 9:00AM. junky front and back yard;Inspection-Junky Yard;Closed;DISM;Case dismissed         Need further discussion;2023-04-19;CE-Junky Yard;161.0;06-002;38109.0;35.04830334;-90.12423001;2024-03-02;N;35.04830334, -90.12423001;White Chapel
5320382;2021-06-25;072058  00028;07205800000280;2232 NUNNELEE AVE;2232 Nunnelee Ave, Memphis, Tennessee, 38127;The property has garbage all over it, appliances out side, over grown bushes and is a eye sore to the area;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-13;CE-Junky Yard;10.0;07-007;38127.0;35.21333897;-89.98904951;2022-02-23;N;35.21333897, -89.98904951;Frayser
5402028;2021-08-23;070051  00022;07005100000220;3518 STEELE ST;3518 Steele St, Memphis, Tennessee, 38127;high grass and weeds front and back;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-28;CE-Weeds Occupied Property;6.0;07-007;38127.0;35.22167015;-90.01451629;2022-02-23;N;35.22167015, -90.01451629;Felts
5073822;2021-02-25;001103  00005;00110300000050;703 LOONEY AVE;703 Looney Ave, Memphis, Tennessee, 38107;CE-Junky Yard;Inspection-Junky Yard;Closed;CVOAR;Incompliance Violation order to move auto - Auto removed;2021-05-13;CE-Junky Yard;33.0;07-003;38107.0;35.16040474;-90.03474353;2022-02-23;N;35.16040474, -90.03474353;Harbor Town
5327796;2021-06-30;076114 A00004;0761140A000040;4867 SHAYNE LN;4867 Shayne Ln, Memphis, Tennessee, 38109;vacant house with high grass and weeds;Weeds;Closed;;;2021-07-07;CE-Weeds Occupied Property;176.0;06-005;38109.0;35.01596643;-90.0445828;2022-02-23;N;35.01596643, -90.0445828;Whitehaven
5773766;2022-07-01;093417 G00013;0934170G000130;5563 HYACINTH COVE;5563 Hyacinth Cv, Memphis, Tennessee, 38115;CE-Junky Yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Junky Yard;203.0;03-004;38115.0;35.0448115;-89.87799512;2023-01-19;N;35.0448115, -89.87799512;Hickory Hill
5042786;2021-01-20;070010  00020;07001000000200;1418 CANFIELD AVE;1418 Canfield Ave, Memphis, Tennessee, 38127;CE-Junky Yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-12;CE-Junky Yard;7.0;07-007;38127.0;35.2139877;-90.0164191;2022-02-23;N;35.2139877, -90.0164191;Frayser
6064548;2023-02-09;041052  00035;04105200000350;2160 CURRY AVE;2160 Curry Ave, Memphis, Tennessee, 38108;COURT DATE 01/22/2024 @ 1:30PM. JUNKY YARD;Inspection-Junky Yard;Pending Litigation;CTCNT;Court case continued;2023-05-08;CE-Junky Yard;39.0;07-005;38108.0;35.18028428;-89.98503349;2023-12-11;Y;35.18028428, -89.98503349;Hollywood
5446768;2021-09-23;073055  00012;07305500000120;3007 RANDY LN;3007 Randy Ln, Memphis, Tennessee, 38118;DUMPING TRASH , GUTTING OUT THE HOUSE;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-11-01;CE-Junky Yard;193.0;04-005;38118.0;35.0667861;-89.91946372;2022-02-23;N;35.0667861, -89.91946372;Parkway Village
5075942;2021-02-27;063002  00040;06300200000400;1018 BERCLAIR RD;1018 Berclair Rd, Memphis, Tennessee, 38122;Property full of chattels in front and side and back;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-05-17;CE-Junky Yard;49.0;05-004;38122.0;35.15913339;-89.91105461;2022-02-23;N;35.15913339, -89.91105461;Berclair
5773764;2022-07-01;093417 G00007;0934170G000070;5564 HYACINTH COVE;5564 Hyacinth Cv, Memphis, Tennessee, 38115;CE-Junky Yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Junky Yard;203.0;03-004;38115.0;35.04530693;-89.87797786;2023-01-19;N;35.04530693, -89.87797786;Hickory Hill
5349530;2021-07-17;029008  00016;02900800000160;785 E PARKWAY S;785 E Parkway S, Memphis, Tennessee, 38104;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-14;CE-Weeds Occupied Property;80.0;04-006;38104.0;35.12415704;-89.98466768;2024-02-03;N;35.12415704, -89.98466768;Lenox
3126066;2017-02-24;086012  00038;08601200000380;4411 ANN ARBOR LN;4411 Ann Arbor Ln, Memphis, Tennessee, 38128;junky backyard;Inspection-Junky Yard;Closed;CVOID;Closed Void;2024-04-08;CE-Junky Yard;;01-002;38128.0;35.23451785;-89.91633809;2024-03-27;N;35.23451785, -89.91633809;Egypt
5114360;2021-03-24;029038  00004;02903800000040;2309 S PARKWAY E;2309 S Parkway E, Memphis, Tennessee, 38114;JUNKY yard rear(2nd );Inspection-Junky Yard;Closed;CVOID;Closed Void;2021-04-09;CE-Junky Yard;101.0;04-006;38114.0;35.11417321;-89.98542092;2023-01-19;N;35.11417321, -89.98542092;Orange Mound
5275640;2021-05-25;041052  00161;04105200001610;2132 CLARKSDALE AVE;2132 Clarksdale Ave, Memphis, Tennessee, 38108;CE-Junky Yard;Inspection-Junky Yard;Closed;CO;Closed, Other;2021-08-28;CE-Junky Yard;39.0;07-005;38108.0;35.17791822;-89.98592441;2022-02-23;N;35.17791822, -89.98592441;North Memphis
5734498;2022-06-07;028035  00014;02803500000140;693 LANDIS ST;693 Landis St, Memphis, Tennessee, 38104;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-12-16;CE-Weeds Occupied Property;81.0;05-001;38104.0;35.12676254;-89.98573664;2022-12-16;N;35.12676254, -89.98573664;Lenox
5035696;2021-01-12;059029  00005;05902900000050;SEMMES;Semmes St, Memphis, Tennessee, 38114;COURT DATE 6/2/2023 @ 9:00AM. JUNKY YARD VACANT LOT: PER INSP J.COOPER;Inspection-Vacant Violation;Closed;DISM;Case dismissed         Need further discussion;2023-05-05;CE-Vacant Lot Code Violation;145.0;04-007;38114.0;35.08491266;-89.96493145;2023-06-07;;35.08491266, -89.96493145;Bellevue
5693290;2022-05-10;078082  00012;07808200000120;4070 CLAREE DR;4070 Claree Dr, Memphis, Tennessee, 38116;CE-Weeds Occupied Property;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-09-21;CE-Weeds Occupied Property;181.0;06-005;38116.0;35.03751915;-90.01771404;2022-09-20;N;35.03751915, -90.01771404;Whitehaven
5324946;2021-06-29;020095  00002;02009500000020;437 N BELLEVUE BLVD;435 N Bellevue Blvd, Memphis, Tennessee, 38105;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-08;CE-Weeds Occupied Property;59.0;07-004;38105.0;35.15134616;-90.02045258;2022-02-23;N;35.15134616, -90.02045258;Dixie Homes
5708522;2022-05-19;073041  00091;07304100000910;3390 DUNGREEN ST;3390 Dungreen St, Memphis, Tennessee, 38118;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-10-21;CE-Weeds Occupied Property;201.0;03-003;38118.0;35.05598997;-89.91141373;2023-01-19;N;35.05598997, -89.91141373;Parkway Village
4698378;2020-07-03;042037  00002;04203700000020;2215 HUNTER AVE;2215 Hunter Ave, Memphis, Tennessee, 38108;occupied property with high grass and weeds;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-09-09;CE-Weeds Occupied Property;;07-005;38108.0;35.16954711;-89.98348555;2022-02-23;N;35.16954711, -89.98348555;Hollywood
4904480;2020-10-29;086014  00069;08601400000690;3764 VANDERWOOD DR;3764 Vanderwood Dr, Memphis, Tennessee, 38128;Backyard - Disabled  inoperable vehicle on the grass in backyard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-05-22;CE-Junky Yard;17.0;01-002;38128.0;35.22841086;-89.91781251;2022-07-23;N;35.22841086, -89.91781251;Egypt
5505040;2021-11-19;073003  00035;07300300000350;3046 JEAN DR;3046 Jean Dr, Memphis, Tennessee, 38118;PARKING ON GRASS chattel;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-11;CE-Junky Yard;192.0;04-004;38118.0;35.06577331;-89.94738573;2022-02-23;N;35.06577331, -89.94738573;Oakville
