parid,parid_key,property_address,image_available,capture_date,lat,lng,image_url,downloaded_at,status_code
041038  00009,04103800000090,"Hubert Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16800866,-89.98459841,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.1682115644661,-89.98460588642939&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:02,OK
042066  00002,04206600000020,"2497 Heard Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.18064635,-89.97403579,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.180610707816776,-89.973703032451&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:02,OK
042062  00008,04206200000080,"1505 Standridge St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17713642,-89.97182096,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17710234209865,-89.97213093088357&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:02,OK
042005  00022,04200500000220,"1559 Harrison St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17872182,-89.97763487,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.178773844067074,-89.97797263490308&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:03,OK
041058  00007,04105800000070,"2221 Heard Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.18156669,-89.98286224,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.181360554307695,-89.98287830681767&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:03,OK
041015  00024,04101500000240,"2008 Chelsea Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17384949,-89.990128,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.173814102208546,-89.99028311816889&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:04,OK
042015  00016,04201500000160,"1436 Maplewood St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17545464,-89.97892416,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17543125786845,-89.978575418758&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:04,OK
041062  00037,04106200000370,"1720 Oakwood St, Memphis, Tennessee, 38108",TRUE,2025-03,35.18302355,-89.97634269,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.1830207392163,-89.97599462632054&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:05,OK
041061  00013,04106100000130,"1671 Oakwood St, Memphis, Tennessee, 38108",TRUE,2025-03,35.18182513,-89.97637971,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.181798777623555,-89.9767027602563&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:05,OK
041044  00013,04104400000130,"2143 Clayton Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17688607,-89.98552683,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17664537137237,-89.9855714404295&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:06,OK
042017  00018,04201700000180,"38108, Memphis, Tennessee",TRUE,2025-03,35.17554691,-89.9765799,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17551183413089,-89.97623207512937&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:06,OK
041061  00021,04106100000210,"1652 Harrison St, Memphis, Tennessee, 38108",TRUE,2025-03,35.18099586,-89.97724041,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.18125505684621,-89.97722683038162&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:06,OK
042002  00016,04200200000160,"N Trezevant St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17992083,-89.98130074,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.18004442598573,-89.98053632789922&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:07,OK
042063  00063,04206300000630,"1534 Standridge St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17786229,-89.9717897,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.1778443374167,-89.97146726853205&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:07,OK
041038  00003,04103800000030,"2171 N Hubert Cir, Memphis, Tennessee, 38108",TRUE,2025-03,35.16869531,-89.98489009,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16848927027947,-89.9848635157141&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:08,OK
042036  00075,04203600000750,"2308 Dexter Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16821821,-89.98034403,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.168423732676146,-89.98036219900798&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:08,OK
042050  00008,04205000000080,"2489 Dexter Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16819116,-89.97427807,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.167949856892406,-89.97424804085978&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:08,OK
042037  00036,04203700000360,"Dexter Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16830029,-89.98107509,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16800600132537,-89.98144107916826&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:09,OK
041052  00040,04105200000400,"2134 Curry Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.18007669,-89.98570605,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.18029780012708,-89.98569729237884&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:09,OK
042006  00029,04200600000290,"1531 Oakwood St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17781947,-89.97679995,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17795158050689,-89.97683320455037&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:10,OK
042011  00031,04201100000310,"1496 N Trezevant St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17707958,-89.98004107,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.177091043297,-89.97971189877705&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:10,OK
041006  00007,04100600000070,"1625 Davis St, Memphis, Tennessee, 38108",TRUE,2025-03,35.18098746,-89.98845947,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.180959990647935,-89.98874308202659&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:11,OK
041058  00018,04105800000180,"2188 Shannon Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.18109443,-89.98411975,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.18106072058519,-89.98395506606603&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:11,OK
041045  00019,04104500000190,"1400 Tunica St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17466851,-89.98664803,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.174656358252314,-89.98630881889308&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:12,OK
042037  00047,04203700000470,"2323 Dexter Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16820377,-89.97978815,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16798461455536,-89.97983723115945&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:12,OK
041052  00116,04105200001160,"2152 Lyon Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17847703,-89.98523636,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17869962776968,-89.98522413440973&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:13,OK
042036  00021,04203600000210,"2367 Shasta Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16888074,-89.97835772,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.168669347491694,-89.97834386154062&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:13,OK
041050  00026C,0410500000026C,"2220 Griggs Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17605048,-89.98306133,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.176279639573735,-89.98305419827805&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:13,OK
041017  00007,04101700000070,"1283 Tunica St, Memphis, Tennessee, 38108",TRUE,2022-02,35.17140049,-89.98715534,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.171411418266125,-89.9876605988953&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:14,OK
042010  00003,04201000000030,"1521 Harrison St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17783771,-89.97787392,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17771382103242,-89.97788382096556&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:14,OK
042037  00172,04203700001720,"Springwood Cv, Memphis, Tennessee, 38108",TRUE,2025-03,35.16646813,-89.981533,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.1668799379204,-89.98156644722783&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:15,OK
042015  00009,04201500000090,"1425 Harrison St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17498591,-89.97776892,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.175025170446084,-89.97796056301058&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:15,OK
042002  00021,04200200000210,"N Trezevant St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17868196,-89.98044632,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17925505188209,-89.98030145113133&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:15,OK
041008  00013,04100800000130,"Britton St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17808538,-89.98766564,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17813068710206,-89.98798811399635&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:16,OK
042067  00019,04206700000190,"2520 Heard Ave, Memphis, Tennessee, 38108",TRUE,2011-08,35.1809151,-89.97282501,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.181200621950005,-89.97286815956659&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:16,OK
042011  00010,04201100000100,"1487 Maplewood St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17683795,-89.97887831,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.176856185520606,-89.97920756057668&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:17,OK
041041  00014,04104100000140,"1343 Springdale St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17304276,-89.98357994,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17303947906388,-89.98390655951175&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:17,OK
041055  00011,04105500000110,"2227 Curry Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.18002563,-89.98262535,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.1797967343494,-89.98264689301283&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:17,OK
041044  00021,04104400000210,"1473 Hyde Park Blvd, Memphis, Tennessee, 38108",TRUE,2025-03,35.17659726,-89.98428047,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17662788099031,-89.98444325550683&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:18,OK
042048  00025,04204800000250,"2504 Staten Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16571776,-89.97382078,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.165945047411626,-89.97386990600343&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:18,OK
042022  00016,04202200000160,"2372 Golden Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17323622,-89.97783142,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17320125897334,-89.97808112583508&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:19,OK
041045  00008,04104500000080,"1423 Austin St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17526039,-89.98550498,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17530896589344,-89.98581298367627&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:19,OK
042048  00018,04204800000180,"2528 Staten Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16596496,-89.97283896,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16593356624637,-89.97303485187649&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:19,OK
042035  00006,04203500000060,"2311 Hunter Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16964861,-89.98021355,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16943657781874,-89.98025361757058&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:20,OK
042036  00045,04203600000450,"2428 Dexter Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16810727,-89.97641338,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16830835592071,-89.97635588018932&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:20,OK
042037  00097,04203700000970,"2370 Vandale Ave, Memphis, Tennessee, 38108",TRUE,2011-08,35.1674424,-89.97827464,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16764808659653,-89.97824185115432&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:20,OK
042060  00008,04206000000080,"1473 Bryan St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17627734,-89.97417284,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17629168701291,-89.97449817953046&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:21,OK
042050  00009,04205000000090,"Dexter Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16818962,-89.97416551,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16794839714493,-89.97411894758945&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:21,OK
041039  00023,04103900000230,"2199 Eldridge Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17063212,-89.98370535,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17064536358088,-89.98388485899325&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:21,OK
041052  00012,04105200000120,"2103 Shannon Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.18089703,-89.98679863,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.180670586753216,-89.98675414805261&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:22,OK
041049  00006,04104900000060,"1430 Lambert St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17533909,-89.98239693,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.175363893905505,-89.98212798295906&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:22,OK
042048  00043,04204800000430,"Winnona Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16652673,-89.9731501,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.166303501021225,-89.97316159562854&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:22,OK
042068  00056,04206800000560,"2540 Hanwood Ave, Memphis, Tennessee, 38108",TRUE,2014-08,35.18186713,-89.97225435,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.182210437485736,-89.97220799535313&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:23,OK
042017  00004,04201700000040,"1477 N Hollywood St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17644151,-89.97536414,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17650292740153,-89.97570711995938&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:23,OK
042025  00015C,0420250000015C,"2376 Norman Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17240402,-89.97786652,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17240291160012,-89.97801105033516&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:24,OK
041014  00012,04101400000120,"1437 Davis St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17577751,-89.98890385,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17574760261222,-89.98922825466927&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:24,OK
041063  00017,04106300000170,"Blue Rd, Memphis, Tennessee, 38108",TRUE,2025-03,35.18469106,-89.97531431,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.18468673944924,-89.97546817315609&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:25,OK
041052  00098,04105200000980,"2133 Stovall Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17928149,-89.98590227,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17904879973229,-89.98588827578651&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:25,OK
041060  00012,04106000000120,"1673 Harrison St, Memphis, Tennessee, 38108",TRUE,2025-03,35.18184775,-89.97754866,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.18181519660232,-89.97795458253664&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:25,OK
041033  00049,04103300000490,"Springdale St, Memphis, Tennessee, 38108",TRUE,2025-03,35.16746474,-89.98382052,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16746407114569,-89.984102071454&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:26,OK
041044  00012,04104400000120,"2137 Clayton Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17688953,-89.98575345,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.176647993486306,-89.98570674640987&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:26,OK
041007  00037,04100700000370,"1614 Davis St, Memphis, Tennessee, 38108",TRUE,2025-03,35.18062223,-89.98846887,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.18060640053104,-89.98818586000088&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:27,OK
041053  00003,04105300000030,"2195 Lyon Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17845033,-89.9837398,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.178226893719774,-89.98379217020664&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:27,OK
042048  00014,04204800000140,"2519 Winnona Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.1665291,-89.97326601,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16630196432229,-89.97326441068587&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:28,OK
041041  00036,04104100000360,"1356 Hyde Park Blvd, Memphis, Tennessee, 38108",TRUE,2025-03,35.17339297,-89.98463265,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17338475351983,-89.9843260609291&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:28,OK
041052  00118,04105200001180,"2144 Lyon Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17848025,-89.98546241,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17870187597201,-89.98549723722157&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:29,OK
041014  00006,04101400000060,"1459 Davis St, Memphis, Tennessee, 38108",TRUE,2025-03,35.176419,-89.98888257,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17641227068319,-89.98920848177512&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:29,OK
041048  00010,04104800000100,"1417 Lambert St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17506771,-89.98240583,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.175032193166224,-89.98268002918681&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:30,OK
041002  00001C,0410020000001C,"Nedra Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17985069,-89.99322873,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.179864843205166,-89.99296423082073&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:30,OK
041033  00093,04103300000930,"2097 Hubert Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16861322,-89.98756515,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16830314044374,-89.98763543039594&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:31,OK
041044  00006,04104400000060,"2115 Clayton Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17689306,-89.98654839,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.176654892416295,-89.98651134405664&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:31,OK
042004  00054,04200400000540,"N Trezevant St, Memphis, Tennessee, 38108",TRUE,2025-03,35.18102225,-89.97939157,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.18086607355069,-89.97940832584085&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:31,OK
042022  00009,04202200000090,"2355 Hubbard Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17378585,-89.97864631,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17355531586702,-89.97861845258426&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:32,OK
042037  00052,04203700000520,"2341 Dexter Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16818571,-89.97911779,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16797104589385,-89.97916290210242&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:32,OK
042035  00052,04203500000520,"2394 Shasta Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16885373,-89.97745526,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16905328096092,-89.97741188192586&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:33,OK
041015  00016,04101500000160,"May St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17523854,-89.99009042,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17524122399254,-89.99048439935933&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:33,OK
041055  00022,04105500000220,"2236 Stovall Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17922769,-89.98242854,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17945574482192,-89.9823855751006&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:33,OK
041006  00014,04100600000140,"1597 Davis St, Memphis, Tennessee, 38108",TRUE,2025-03,35.18016154,-89.98848082,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.180181051959195,-89.98876053279028&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:34,OK
041064  00003,04106400000030,"E Belmont Cir, Memphis, Tennessee, 38108",TRUE,2011-08,35.18485963,-89.97478056,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.184844098320355,-89.9750331946697&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:34,OK
041014  00056,04101400000560,"1425 Davis St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17540823,-89.98891509,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.175434836308014,-89.98923842355545&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:35,OK
042037  00154,04203700001540,"2403 Gentry Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16675528,-89.97735239,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.166516955454114,-89.97758420869883&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:35,OK
041034  00028,04103400000280,"2190 Brown Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16649613,-89.98434346,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16668779039702,-89.98434795341436&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:22:36,OK
