service_request_number;reported_date;service_request_summary;category;definition;follow_up_date;service_request_type;neighborhood
5271152;2021-05-23;Weeds Occupied House;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-08-10;CE-Weeds Occupied Property;Orange Mound
5771792;2022-06-30;junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-19;CE-Junky Yard;Orange Mound
5529910;2021-12-19;Backyard near rear property /junk;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-22;CE-Junky Yard;Orange Mound
5412572;2021-08-30;SHC High grass and weeds.;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-12-29;CE-Weeds Occupied Property;Orange Mound
5025514;2021-01-06;This request is created by EGIS for testing purpose. Please do not update (317-701-2704);Cleanup;Closed Void;2021-01-28;CE-Accumulation of Stagnant;Orange Mound
5529904;2021-12-19;Backyard near rear property line  junk & Inoperable vehicles on driveway in the rear;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-02-03;CE-Junky Yard;Orange Mound
5767634;2022-06-28;high grass and weeds;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-02-16;CE-Weeds Occupied Property;Orange Mound
4785898;2020-08-06;Court date reset for 07/01/2021 @ 1:30pm Junky yard and debris.;Inspection-Junky Yard;Case dismissed         Need further discussion;2021-07-01;CE-Junky Yard;Orange Mound
5621880;2022-03-23;Occupant has trash all around the exterior of the home causing rats at the neighboring houses;Inspection-Junky Yard;Closed, Other;2022-12-02;CE-Junky Yard;Orange Mound
5458600;2021-10-04;HIGH GRASS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-18;CE-Weeds Occupied Property;Orange Mound
5353546;2021-07-20;over grown grass in the backyard and grass;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-12-30;CE-Weeds Occupied Property;Orange Mound
5699038;2022-05-13;Citizen calling concerning the property is not maintained. Inopperable vehicles, dangerous structure, rodents.;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-09-08;CE-Junky Yard;Orange Mound
5660278;2022-04-21;Weeds Occupied House;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-10-04;CE-Weeds Occupied Property;Orange Mound
5133310;2021-03-31;trash and debris on property in front yard;Inspection-Junky Yard;Back To MCSC;2021-04-07;CE-Junky Yard;Orange Mound
5977128;2022-11-28;junky backyard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-10-31;CE-Junky Yard;Orange Mound
5441136;2021-09-20;TRASH IN THE FRONT YARD;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-06;CE-Junky Yard;Orange Mound
5091554;2021-03-12;Junky yard and debris in rear of the property. Inoperable vehicles on the property.;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-05;CE-Junky Yard;Orange Mound
5748380;2022-06-15;OCCUPIEED PROPERTY - HIGH GRASS AND WEEDS /FRONT AND BACK;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-10-03;CE-Weeds Occupied Property;Orange Mound
5960198;2022-11-07;OCCUPIED PROPERTY;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-05-01;CE-Junky Yard;Orange Mound
5410722;2021-08-27;High grass and weeds. Open storage.;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-02-02;CE-Junky Yard;Orange Mound
5533774;2021-12-22;Backyard near rear property line  lots of junk & an inoperable vehicle on the grass;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-28;CE-Junky Yard;Orange Mound
5778446;2022-07-06;The sidewalk is blocked due to overgrowth of shrubs in this location.;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-08-15;CE-Weeds Occupied Property;Orange Mound
4900840;2020-10-28;Junky yard and debris.;Inspection-Junky Yard;Justified, Active already file;2021-02-20;CE-Junky Yard;Orange Mound
5125866;2021-03-30;Over grown tree hanging over 1190 Marbro Dr damaging property;Weeds;Case not justified;2021-04-06;CE-Weeds Occupied Property;Orange Mound
5410806;2021-08-27;COURT DATE 9/30/2022 @ 9:00AM. Junky Yard;Inspection-Junky Yard;Case dismissed         Need further discussion;2022-09-09;CE-Junky Yard;Orange Mound
5638140;2022-04-06;DAMAGE TREE;Inspection-Junky Yard;Case not justified;2022-04-20;CE-Junky Yard;Orange Mound
5529882;2021-12-19;Backyard near rear property line  junk & Inoperable vehicles;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-22;CE-Junky Yard;Orange Mound
5919528;2022-09-29;CE-Weeds Occupied Property;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-08-24;CE-Weeds Occupied Property;Orange Mound
5410888;2021-08-27;High grass and weeds. Open storage. Junky yards.;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-26;CE-Junky Yard;Orange Mound
5699052;2022-05-13;Dangerous structure, inopperable vehicle, rodents, property not maintained, etc. 662-543-6114 Portia is the citizen next door;Inspection-Junky Yard;Closed Void;2023-12-15;CE-Junky Yard;Orange Mound
5629052;2022-03-29;junky yard;Inspection-Junky Yard;Closed Void;2022-04-12;CE-Junky Yard;Orange Mound
5764854;2022-06-27;JUNKY FRONT YARD;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-11;CE-Junky Yard;Orange Mound
4899332;2020-10-27;junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-05-07;CE-Junky Yard;Orange Mound
5524328;2021-12-15;junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-29;CE-Junky Yard;Orange Mound
5114360;2021-03-24;JUNKY yard rear(2nd );Inspection-Junky Yard;Closed Void;2021-04-09;CE-Junky Yard;Orange Mound
6136020;2023-03-31;This property has not had power for a few months, but people 'live' there.  The yard, the porch, the driveway, the sideway, and the house are all junky, nasty, trashy, and a mess.;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-08-24;CE-Junky Yard;Orange Mound
5026970;2021-01-07;junky back yard;Inspection-Junky Yard;Closed Void;2021-05-07;CE-Junky Yard;Orange Mound
5557088;2022-01-19;JUNKY YARD AND VEHICLE;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-11-09;CE-Junky Yard;Orange Mound
6011332;2022-12-28;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-08-31;CE-Junky Yard;Orange Mound
4918004;2020-11-06;junky yard;Inspection-Junky Yard;Justified, Active already file;2021-01-18;CE-Junky Yard;Orange Mound
3600182;2018-02-05;VACANT DERELICT , SUB STANDARD STRUCTURE THAT NEEDS REPAIRS MADE;Inspection-Junky Yard;Hearing missed - FORM 7;2022-06-21;CE-Junky Yard;Orange Mound
4918008;2021-06-24;junky yard;Inspection-Junky Yard;Closed Void;2021-08-22;CE-Junky Yard;Orange Mound
5631352;2022-03-30;FURN ON SIDE OF YARD;Inspection-Junky Yard;V.O. Yard/Vehicle;2024-01-16;CE-Junky Yard;Orange Mound
5664378;2022-04-25;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-10-13;CE-Junky Yard;Orange Mound
5012372;2020-12-31;the citizen at this address placing garbage on a  vacant lot and next door neigbor property line  734 & 730;Inspection-Junky Yard;Case not justified;2021-01-07;CE-Junky Yard;Orange Mound
5126306;2021-03-30;JUNKY YARD/INOPERABLE VEHICLE (CHRISTOPHER 901-297-5263) 2nd violation;Inspection-Junky Yard;Justified, Active already file;2022-02-02;CE-Junky Yard;Orange Mound
5408328;2021-08-26;Junky yard and debris.;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-08-17;CE-Junky Yard;Orange Mound
5410646;2021-08-27;High grass and weeds.  Open storage.;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-26;CE-Weeds Occupied Property;Orange Mound
5538936;2021-12-30;Vh house, trash and debris in the front yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-17;CE-Junky Yard;Orange Mound
5967358;2022-11-15;Junky backyard. Wood and all type of debris in the yard.;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-12-07;CE-Junky Yard;Orange Mound
5605488;2022-03-10;COURT DATE 12/7/2022 @ 9:00AM. JUNKY BACKYARD;Inspection-Junky Yard;Case dismissed         Need further discussion;2022-11-16;CE-Junky Yard;Orange Mound
4719992;2020-06-28;Junky backyard and also uses backyard as trash can;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-01-14;CE-Junky Yard;Orange Mound
4775946;2020-07-30;Property has a bunch of junk in the backyard, side and behind the garage at 2644 Lowell Ave;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-01-14;CE-Junky Yard;Orange Mound
5333222;2021-07-06;COURT DATE 11/04/2021 @ 1:30PM. HIGH GRASS AND JUNKY YARD;Inspection-Junky Yard;Case dismissed         Need further discussion;2021-10-07;CE-Junky Yard;Orange Mound
5755956;2022-06-21;high grass and weeds;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-10-03;CE-Weeds Occupied Property;Orange Mound
5410796;2021-08-27;High grass and weeds. Open storage.;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-12-29;CE-Weeds Occupied Property;Orange Mound
5663942;2022-04-25;junky backyard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-02-16;CE-Junky Yard;Orange Mound
5987330;2022-12-07;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-08-29;CE-Junky Yard;Orange Mound
5919488;2022-09-29;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-08-30;CE-Junky Yard;Orange Mound
5529896;2021-12-19;Backyard near rear property line  junk & junk & inoperable vehicles in rear driveway;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-22;CE-Junky Yard;Orange Mound
6126946;2023-03-24;tree fell on property;Weeds;Case not justified;2023-04-14;CE-Weeds Occupied Property;Orange Mound
6016624;2023-01-03;trash, car parts all over the yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-08-24;CE-Junky Yard;Orange Mound
5765322;2022-06-27;Vacant house junky yard and high grass;Weeds;Closed Void;2022-07-11;CE-Weeds Occupied Property;Orange Mound
5933510;2022-10-12;Dismissed on 9/6/2023. $50 fine x 45. Property has high grass,car parked in the front & backyard and debris is everywhere;Inspection-Junky Yard;Case dismissed         Need further discussion;2023-05-24;CE-Junky Yard;Orange Mound
5708980;2022-05-20;Backyard near rear property line  inoperable vehicles on the grass;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-10-03;CE-Weeds Occupied Property;Orange Mound
6012904;2022-12-29;Front porch junk/ back porch junk;Inspection-Junky Yard;Closed Void;2023-11-17;CE-Junky Yard;Orange Mound
5412570;2021-08-30;High grass and weeds.;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-12-29;CE-Weeds Occupied Property;Orange Mound
4613884;2020-04-17;REMOVE ALL EXTERIOR DEBRIS FROM THE PROPERTY;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-01-15;CE-Junky Yard;Orange Mound
5114556;2021-03-24;VACANT PROPERTY WITH JUNKY YARD;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-23;CE-Junky Yard;Orange Mound
5443598;2021-09-21;JUNKY LOT. POISON IVY;Inspection-Vacant Violation;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-06;CE-Vacant Lot Code Violation;Orange Mound
5975010;2022-11-23;OCCUPIED PROPERTY HAS HIGH GRASS AND WEEDS. FRONT AND BACKYARD;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-09-06;CE-Weeds Occupied Property;Orange Mound
5412592;2021-08-30;High grass and weeds Front and back yards.;Weeds;Back To MCSC;2021-10-13;CE-Weeds Occupied Property;Orange Mound
6076600;2023-02-21;In Compliance on 8/11/2023 (Court Order). VACANT LOT WITH TWO TRAILERS AND TRASH AND DEBRIS;Inspection-Junky Yard;Case dismissed         Need further discussion;2023-05-26;CE-Junky Yard;Orange Mound
5596518;2022-03-02;JUNKY YARD AND VEHICLE;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-11-09;CE-Junky Yard;Orange Mound
4984728;2020-12-16;Junky yard and debris.;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-15;CE-Junky Yard;Orange Mound
5150528;2021-04-06;JUNKY FRONT YARD;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-08;CE-Junky Yard;Orange Mound
5504222;2021-11-18;JUNKY PORCH AND YARD;Inspection-Junky Yard;V.O. Yard/Vehicle;2023-11-29;CE-Junky Yard;Orange Mound
5413706;2021-08-30;SHC /JUNY YARD;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-29;CE-Junky Yard;Orange Mound
4933204;2020-11-16;Junky yard and debris.;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-03-23;CE-Junky Yard;Orange Mound
5453100;2021-09-29;junky yard, inoperable vehicles ,PARKING ON YARD;Inspection-Junky Yard;Closed Void;2022-02-19;CE-Junky Yard;Orange Mound
4899512;2020-10-27;inoperable vehicle and washing machine in back yard @2433 Arlington;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-03-04;CE-Junky Yard;Orange Mound
4935250;2020-11-17;Junky yard and debris.;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-08-10;CE-Junky Yard;Orange Mound
4984584;2020-12-16;DEBRIS IN THE BACK YARD;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-01-23;CE-Junky Yard;Orange Mound
6140094;2023-04-05;junky yard front and back yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-04-24;CE-Junky Yard;Frayser
5633982;2022-04-01;junky yard;Inspection-Junky Yard;Back To MCSC;2022-04-16;CE-Junky Yard;Frayser
6135730;2023-03-31;Trash and debris front;Inspection-Junky Yard;Incompliance Violation order to move auto - Auto removed;2023-04-17;CE-Junky Yard;Frayser
6124742;2023-03-23;JUNK, TRASH & DEBRIS ON THE FRONT YARD;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-04-19;CE-Junky Yard;Frayser
6143168;2023-04-10;OCCUPIED RESIDENCE: ENTIRE PROPERTY NEEDS CUTTING;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-04-28;CE-Weeds Occupied Property;Frayser
5137164;2021-04-01;FRONT YARD IS SURROUNDED WITH TRASH. SIDEWALK  ALSO HAVE TRASH. PLEASE TALK TO THE TENANTS AT THIS PLACE;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-15;CE-Junky Yard;Frayser
5326418;2021-06-29;overgrowth weeds/grass alley side reverse frontage;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-08-07;CE-Weeds Occupied Property;Frayser
5461446;2021-10-06;high grass and weed occupied;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-20;CE-Weeds Occupied Property;Frayser
5498194;2021-11-12;Backyard near rear property line  inoperable vehicles on the grass & junk /;Inspection-Junky Yard;Closed, Other;2022-03-09;CE-Junky Yard;Frayser
5629568;2022-03-29;VACANT PROPERTY WITH JUNKY CARPORT;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-11;CE-Junky Yard;Frayser
5634176;2022-04-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-04-15;CE-Junky Yard;Frayser
5394098;2021-08-17;VIOLATION FOR JUNKY YARD/ 18 WHEELER;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-17;CE-Junky Yard;Frayser
5127824;2021-03-30;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-14;CE-Junky Yard;Frayser
5291556;2021-06-06;Backyard junk & inoperable vehicle;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-23;CE-Junky Yard;Frayser
5025320;2021-01-06;tree debris, leaves in backyard;Weeds;Case not justified;2021-01-13;CE-Weeds Occupied Property;Frayser
5446384;2021-09-23;Weeds Occupied House;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-07;CE-Weeds Occupied Property;Frayser
5127680;2021-03-30;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-20;CE-Junky Yard;Frayser
5507886;2021-11-23;This property has a lot of trees and bushes behind it that are overgrown and intruding onto the property it backs up to, at 3840 Denver. The overgrown trees and weeds are damaging the fence in the backyard of 3840 Denver.;Weeds;Case not justified;2022-01-26;CE-Weeds Occupied Property;Frayser
5008016;2020-12-29;JUNK YARD - BACK YARD- FURNITURE, GARBAGE TRASH BAGS;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-01-16;CE-Junky Yard;Frayser
5132460;2021-03-31;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-14;CE-Junky Yard;Frayser
5845898;2022-08-09;Dismissed on  6/21/2023 @ 9:00AM. Occupied Property: APPLIANCES AND JUNKY IN BACK YARD;Inspection-Junky Yard;Case dismissed         Need further discussion;2023-05-17;CE-Junky Yard;Frayser
5441806;2021-09-20;OCH HIGH GRASS IN FT/BK. Inoperable white car parked on the grass.;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-12;CE-Weeds Occupied Property;Frayser
5437278;2021-09-16;OCCUPIED PROPERTY HAS HIGH GRASS AND A JUNKY YARD;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-09;CE-Weeds Occupied Property;Frayser
5888560;2022-09-06;COURT DATE 6/7/2023 @ 9:00AM. JUNK UNDER THE CARPORT, THE GRASS IS HIGH IN THE FRONT AND BACKYARD.;Inspection-Junky Yard;Court case continued;2023-05-10;CE-Junky Yard;Frayser
5291546;2021-06-06;Backyard junk;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-09-24;CE-Junky Yard;Frayser
5613566;2022-03-17;FRONT YARD AND SIDE YARD  IS SURROUNDED WITH TRASH;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-04-06;CE-Junky Yard;Frayser
5126740;2021-03-30;CE-Junky Yard;Inspection-Junky Yard;Back To MCSC;2021-04-06;CE-Junky Yard;Frayser
5103582;2021-03-19;SEVERAL BOXES UNDER CARPORT/FRONT PORCH;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-05-06;CE-Junky Yard;Frayser
5270738;2021-05-22;high grass and weeds;Weeds;Please see Resolution Summary;2021-07-16;CE-Weeds Occupied Property;Frayser
5631736;2022-03-31;FALLEN TREE IN BACKYARD ON TOP OF GARAGE;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-08-16;CE-Junky Yard;Frayser
5777228;2022-07-06;high grass and weeds occuiped house;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-20;CE-Weeds Occupied Property;Frayser
5309034;2021-06-17;occupied property with high grass and weeds front and back;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-15;CE-Weeds Occupied Property;Frayser
5246756;2021-05-07;Residents at 1567 Rolling Hills Dr. have dangerous overgrowth.;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-28;CE-Weeds Occupied Property;Frayser
5391790;2021-08-16;PARKING ON THE GRASS / TOYOTA TRUCK;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-06;CE-Junky Yard;Frayser
5888364;2022-09-06;Dismissed (Court Order) on 8/17/2023. TALL BUSHES AND HEDGES BRANCHING OUT INTO STREET BLOCKING THE VIEW OF TRAFFIC;Weeds;Case dismissed         Need further discussion;2023-05-18;CE-Weeds Occupied Property;Frayser
5498316;2021-11-12;Backyard near rear property line  junk & Inoperable vehicles on the grass;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-17;CE-Junky Yard;Frayser
5270078;2021-05-21;VEHICLES PARKED IN GRASS;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-08-04;CE-Junky Yard;Frayser
5532444;2021-12-21;DOWN TREE ON TOP OF GARAGE AND DAMAGING NEIGHBORS FENCE;Inspection-Junky Yard;Closed, Other;2022-01-10;CE-Junky Yard;Frayser
5397686;2021-08-19;OVERGROWN SHRUBBERY, GRASS, DYING TREES BEHIND FENCE- DO NOT CLOSE EMAIL COMPLAINT UNTIL COMPLIANCE;Weeds;Closed Void;2021-10-16;CE-Weeds Occupied Property;Frayser
5028140;2021-01-07;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-11;CE-Junky Yard;Frayser
5270854;2021-05-22;VIOLATION FOR JUNKY YARD/ INOPERABLE VEHICLES;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-23;CE-Junky Yard;Frayser
5320382;2021-06-25;The property has garbage all over it, appliances out side, over grown bushes and is a eye sore to the area;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-13;CE-Junky Yard;Frayser
5042786;2021-01-20;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-12;CE-Junky Yard;Frayser
5136572;2021-04-01;Trash and furniture in frontof this home;Inspection-Junky Yard;Back To MCSC;2021-04-08;CE-Junky Yard;Frayser
4800620;2020-08-16;Backyard  -Corner house  Inoperable vehicle on grass-;Inspection-Junky Yard;Justified, Active already file;2021-05-06;CE-Junky Yard;Frayser
5313768;2021-06-21;occupied property - high grass and weeds in back yard;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-06;CE-Weeds Occupied Property;Frayser
5498232;2021-11-12;Backyard near rear property line  junk /;Inspection-Junky Yard;Closed, Other;2022-02-08;CE-Junky Yard;Frayser
5127702;2021-03-30;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-14;CE-Junky Yard;Frayser
5296358;2021-06-09;junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-07;CE-Junky Yard;Frayser
5127632;2021-03-30;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-20;CE-Junky Yard;Frayser
6143492;2023-04-10;high grass and weeds;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-04-24;CE-Weeds Occupied Property;Frayser
5833276;2022-08-01;COURT DATE SET FOR 6/16/2023 @ 9:00AM. 2ND REQUESTS: OCCP., BACK YARD STILL NOT CUT AS OF 08.01.22;Weeds;Case dismissed         Need further discussion;2023-05-19;CE-Weeds Occupied Property;Frayser
5127676;2021-03-30;CE-Junky Yard;Inspection-Junky Yard;Justified, Active already file;2021-04-06;CE-Junky Yard;Frayser
5893998;2022-09-09;In Compliance (Court Order) on 8/17/2023. Junky Backyard;Inspection-Junky Yard;Case dismissed         Need further discussion;2023-05-18;CE-Junky Yard;Frayser
5325718;2021-06-29;Back yard junk. Can't be seen from the street.;Inspection-Junky Yard;Case not justified;2021-07-06;CE-Junky Yard;Frayser
5322560;2021-06-26;Weeds Occupied House;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-23;CE-Weeds Occupied Property;Frayser
5270714;2021-05-22;CE-Weeds Occupied Property;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-28;CE-Weeds Occupied Property;Frayser
5447170;2021-09-23;CE-Weeds Occupied Property;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-07;CE-Weeds Occupied Property;Frayser
5293216;2021-06-07;Occupied, high grass;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-14;CE-Weeds Occupied Property;Frayser
5090682;2021-03-11;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-23;CE-Junky Yard;Frayser
5678212;2022-04-29;high weeds and grass;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-13;CE-Weeds Occupied Property;Frayser
5270914;2021-05-22;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-22;CE-Junky Yard;Frayser
5337754;2021-07-09;Backyard with junk & inoperable vehicles;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-12;CE-Junky Yard;Frayser
5326822;2021-06-30;OVER GROWN WEED AND TREE LIMBS;Weeds;Case not justified;2021-07-07;CE-Weeds Occupied Property;Frayser
6109506;2023-03-14;Court Date Set 05.31.24 @9:00am junky front and back yard;Inspection-Junky Yard;Court case continued;2023-07-20;CE-Junky Yard;Frayser
5123630;2021-03-29;junky back and front yard causing the street to have rats. Citizen states that there is a lot of junk in the back yard.;Inspection-Junky Yard;Case not justified;2021-04-05;CE-Junky Yard;Frayser
5066784;2021-02-12;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-09;CE-Junky Yard;Frayser
5664290;2022-04-25;483 & 1493 Frayser share a bush/ hedge that protrudes into the path of pedestrians using the sidewalk & is a safety violation  ..;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-11;CE-Weeds Occupied Property;Frayser
5498226;2021-11-12;Backyard near rear property line  junk /;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-22;CE-Junky Yard;Frayser
5825146;2022-07-26;COURT DATE 7/21/2023 @ 9:00AM. Weeds Occupied House;Weeds;Case dismissed         Need further discussion;2023-05-18;CE-Weeds Occupied Property;Frayser
5410068;2021-08-27;occupied property with high grass front and backyard;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-28;CE-Weeds Occupied Property;Frayser
5332448;2021-07-06;OCH HIGH GRASS/WEEDS IN BACKYARD GROWING OVER PROPERTY AT 3311 DENVER;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-21;CE-Weeds Occupied Property;Frayser
5450782;2021-09-27;CITIZEN STATES THE BACK YARD HEDGES ARE GROWN OUT AND BLOCKING THE VIEW OF TRAFFIC ON ALTA VISTA AND LOOKOUT;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-28;CE-Weeds Occupied Property;Frayser
5776390;2022-07-05;OVERGROWN GRASS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-20;CE-Weeds Occupied Property;Frayser
5221758;2021-04-22;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-15;CE-Junky Yard;Frayser
