service_request_number;reported_date;parcel_id;parid_key;location;standardized_address;service_request_summary;category;service_request_status;resolution_code;definition;follow_up_date;service_request_type;target_block;area;postal_code;lat;lon;last_edited_date;vacant;geopoint;neighborhood
4933322;2020-11-16;013020  00017;01302000000170;270 ADOLPHUS AVE;270 Adolphus Ave, Memphis, Tennessee, 38106;JUNKY YARD, HIGH GRASS AND WEEDS;Inspection-Junky Yard;Closed;CVOID;Closed Void;2021-04-13;CE-Junky Yard;122.0;06-004;38106.0;35.11129913;-90.05328319;2022-02-23;;35.11129913, -90.05328319;Shadowlawn
5443626;2021-09-21;072077  00009;07207700000090;2386 MILLBROOK AVE;2386 Millbrook Ave, Memphis, Tennessee, 38127;junky yard/ two trailers are blocking the road on both sides of th road.;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-11-19;CE-Junky Yard;5.0;07-007;38127.0;35.22218249;-89.98380371;2022-02-23;N;35.22218249, -89.98380371;Unknown
5325934;2021-06-29;048010  00007;04801000000070;1469 GILL ST;1469 Gill Ave, Memphis, Tennessee, 38106;high grass and weeds;Weeds;Closed;BACK TO MCSC;Back To MCSC;2021-07-06;CE-Weeds Occupied Property;117.0;04-002;38106.0;35.10728824;-90.01340463;2022-02-23;N;35.10728824, -90.01340463;South Memphis
5306380;2021-06-16;087034  00011;08703400000110;5256 STAGE RD;5256 Stage Rd, Memphis, Tennessee, 38134;high grass & vegetation needs to be cut.;Weeds;Closed;OTHER;Please see Resolution Summary;2021-07-10;CE-Weeds Occupied Property;26.0;01-002;38134.0;35.20695319;-89.88785954;2022-02-23;N;35.20695319, -89.88785954;Unknown
5462694;2021-10-06;087063  00041;08706300000410;3056 SCHEIBLER RD;3056 Scheibler Rd, Memphis, Tennessee, 38128;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-11-05;CE-Weeds Occupied Property;22.0;01-002;38128.0;35.2090244;-89.90992466;2022-02-23;N;35.2090244, -89.90992466;Raleigh
5764424;2022-06-27;052024  00050;05202400000500;920 BARBARA DR;920 Barbara Dr, Memphis, Tennessee, 38108;OCCUPIED PROPERTY WITH MULTIPLE EXTERIOR CODE VIOLATIONS;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-11;CE-Junky Yard;41.0;07-005;38108.0;35.16088921;-89.97812722;2022-10-21;N;35.16088921, -89.97812722;North Memphis
5259446;2021-05-15;043024  00008;04302400000080;2981 SHANNON AVE;2981 Shannon Ave, Memphis, Tennessee, 38108;2981 Shannon is not a vacant with debris on it;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-29;CE-Junky Yard;42.0;07-006;38108.0;35.18013676;-89.96067054;2024-02-03;N;35.18013676, -89.96067054;Unknown
5410806;2021-08-27;047068  00035;04706800000350;1556 BUNTYN;1556 Buntyn St, Memphis, Tennessee, 38114;COURT DATE 9/30/2022 @ 9:00AM. Junky Yard;Inspection-Junky Yard;Closed;DISM;Case dismissed         Need further discussion;2022-09-09;CE-Junky Yard;114.0;04-003;38114.0;35.1026207;-89.97169022;2023-01-19;N;35.1026207, -89.97169022;Orange Mound
5773724;2022-07-01;093417 F00015;0934170F000150;5444 APPLE BLOSSOM DR;5444 Apple Blossom Dr, Memphis, Tennessee, 38115;CE-Junky Yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Junky Yard;203.0;03-004;38115.0;35.0462524;-89.8819715;2023-01-19;N;35.0462524, -89.8819715;Hickory Hill
3659736;2018-03-21;090002  00364;09000200003640;3044 EGYPT-CENTRAL RD;3044 Egypt Central Rd, Memphis, Tennessee, 38128;Court date set for 06/21/2024 @ 9 a.m. JUNKY PROPERTY;Inspection-Junky Yard;Pending Litigation;CTCNT;Court case continued;2023-05-26;CE-Junky Yard;14.0;01-001;38128.0;35.25078095;-89.96231961;2024-05-21;N;35.25078095, -89.96231961;Unknown
5779026;2022-07-06;052015  00008;05201500000080;703 MCCONNELL ST;703 McConnell St, Memphis, Tennessee, 38112;OCCUPIED PROEPRTY HAS HIGH GRASS AND OVERGROWN SHRUBS;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-11-09;CE-Weeds Occupied Property;55.0;05-001;38112.0;35.15489599;-89.97875825;2022-11-09;N;35.15489599, -89.97875825;Unknown
3743734;2018-05-09;053070  00077C;0530700000077C;4215 GREY RD;4215 Grey Rd, Memphis, Tennessee, 38108;Court Date set for 6/7/2023 @ 9am, JUNKY YARD IN THE BACK YARD , STANDING WATER, ETC;Inspection-Junky Yard;Closed;DISM;Case dismissed         Need further discussion;2023-05-10;CE-Junky Yard;44.0;01-003;38108.0;35.17160346;-89.92013101;2024-03-02;N;35.17160346, -89.92013101;Unknown
5489416;2021-11-01;058100  00054;05810000000540;4092 E MALLORY AVE;4092 E Mallory Ave, Memphis, Tennessee, 38111;Backyard near rear property line - junk & inoperable vehicles on the grass;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-03-03;CE-Junky Yard;152.0;04-005;38111.0;35.08355008;-89.92561285;2022-02-23;N;35.08355008, -89.92561285;Unknown
5279524;2021-05-27;087048  00011;08704800000110;3227 LYNCHBURG ST;3227 Lynchburg St, Memphis, Tennessee, 38134;High grass and weed occupied property;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-17;CE-Weeds Occupied Property;24.0;01-002;38134.0;35.2139887;-89.88823872;2022-02-23;N;35.2139887, -89.88823872;Unknown
5777228;2022-07-06;070010  00007;07001000000070;1377 GREENDALE AVE;1377 Greendale Ave, Memphis, Tennessee, 38127;high grass and weeds occuiped house;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-20;CE-Weeds Occupied Property;7.0;07-007;38127.0;35.21452508;-90.01796434;2022-07-28;N;35.21452508, -90.01796434;Frayser
5657602;2022-04-20;062047  00013;06204700000130;1891 DAVIS CL;1891 Davis Cir, Memphis, Tennessee, 38128;COURT DATE SET FOR 8/11/2023 @ 9:00AM. VIOLATION FOR JUNKY YARD;Inspection-Junky Yard;Pending Litigation;CTCNT;Court case continued;2023-05-19;CE-Junky Yard;45.0;07-006;38128.0;35.18323939;-89.9200481;2023-12-27;;35.18323939, -89.9200481;Wells
3050576;2016-12-07;071005  00029;07100500000290;4038 WOODBURN DR;4038 Woodburn Dr, Memphis, Tennessee, 38127;Court date set for 4/15/2021 @ 9:00 a.m. JUNKY YARD;Inspection-Junky Yard;Closed;DISM;Case dismissed         Need further discussion;2021-04-15;CE-Junky Yard;1.0;07-001;38127.0;35.2357255;-90.00109694;2022-02-23;N;35.2357255, -90.00109694;Unknown
5544108;2022-01-05;052013  00006;05201300000060;791 MCCONNELL ST;785 McConnell St, Memphis, Tennessee, 38112;Assigned to a vender to board/Secure 3/15/21 to complete 5-7 days weather permitting - DDH;Inspection-Junky Yard;Closed;CVOM;Incompliance violation order - Miscellaneous;2022-02-08;CE-Junky Yard;55.0;05-001;38112.0;35.15713546;-89.97842952;2022-04-06;N;35.15713546, -89.97842952;Unknown
5318416;2021-06-23;074102 A00079;0741020A000790;3516 BISHOPS GATE DR;3516 Bishops Gate Dr, Memphis, Tennessee, 38115;HIGH GRASS AND WEEDS FRONT AND BACKYARD;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-30;CE-Weeds Occupied Property;199.0;04-005;38115.0;35.05275847;-89.8780893;2022-02-23;N;35.05275847, -89.8780893;Hickory Hill
6061742;2023-02-07;074037 A00081;0740370A000810;5012 CHUCK AVE;5012 Chuck Ave, Memphis, Tennessee, 38118;Court Date Set  06/14/2024 @ 9:00AM. CE-Junky Yard;Inspection-Junky Yard;Pending Litigation;CTCNT;Court case continued;2023-06-07;CE-Junky Yard;200.0;04-005;38118.0;35.05690016;-89.89648318;2024-05-21;N;35.05690016, -89.89648318;Parkway Village
5307268;2021-06-16;073111 A00087;0731110A000870;3330 BURGESS DR;3330 Burgess Dr, Memphis, Tennessee, 38118;CE-Weeds Occupied Property;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-08-10;CE-Weeds Occupied Property;188.0;03-002;38118.0;35.01605615;-89.95294721;2022-02-23;N;35.01605615, -89.95294721;Unknown
5986828;2022-12-07;059025  00021;05902500000210;1676 SOUTHWALL ST;1676 Southwall St, Memphis, Tennessee, 38114;COURT DATE 7/5/2023 @ 9:00AM. HIGH GRASS AND WEEDS AND JUNKY YARD WITH TRASH BAGS IN THE DRIVEWAY;Inspection-Junky Yard;Closed;CTCNT;Court case continued;2023-05-24;CE-Junky Yard;145.0;04-007;38114.0;35.08590565;-89.9653166;2024-03-13;N;35.08590565, -89.9653166;Bellevue
5763090;2022-06-24;060203  00014;06020300000140;3700 BEDFORD LN;3700 Bedford Ln, Memphis, Tennessee, 38118;junky yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-08-11;CE-Junky Yard;190.0;03-002;38118.0;35.04762863;-89.95941011;2023-01-19;N;35.04762863, -89.95941011;Unknown
6143748;2023-04-10;093417 F00126;0934170F001260;5455 FLOWERING PEACH DR;5453 Flowering Peach Dr, Memphis, Tennessee, 38115;Junk and appliances in the backyard.;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-05-01;CE-Junky Yard;203.0;03-004;38115.0;35.04403103;-89.88165146;2023-07-14;N;35.04403103, -89.88165146;Hickory Hill
5056360;2021-02-03;024008  00027;02400800000270;226 W TRIGG AVE;226 W Trigg Ave, Memphis, Tennessee, 38106;COURT CASE RESET TO  11-17-2021 AT 9:00 A.M.. INOPERABLE VEHICLES ON GRASS,  JUNKY YARD;Inspection-Junky Yard;Closed;DISM;Case dismissed         Need further discussion;2021-11-12;CE-Junky Yard;124.0;06-004;38106.0;35.11295879;-90.06989617;2022-02-23;N;35.11295879, -90.06989617;Unknown
4948766;2020-11-24;094120 B00199;0941200B001990;3389 CLOUDLAND DR;3389 Cloudland Dr, Memphis, Tennessee, 38118;junky yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-03-04;CE-Junky Yard;188.0;03-002;38118.0;35.011729;-89.95093231;2022-02-23;N;35.011729, -89.95093231;Unknown
5436428;2021-09-16;034056  00024;03405600000240;1490 Havana St;1490 Havana St, Memphis, Tennessee, 38106;overgrown shrubs blocking sidewalk;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-30;CE-Weeds Occupied Property;120.0;06-007;38106.0;35.10616136;-90.03372853;2022-02-23;N;35.10616136, -90.03372853;South Memphis
5417626;2021-09-01;043004  00006;04300400000060;1659 WARFORD ST;1659 Warford St, Memphis, Tennessee, 38108;Backyard  front, side junk, Inoperable vehicles , & another vehicle on the grass,;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-11-09;CE-Junky Yard;42.0;07-005;38108.0;35.17788647;-89.9623769;2022-08-20;N;35.17788647, -89.9623769;Unknown
6115610;2023-03-16;040001  00065;04000100000650;1359 DECATUR ST;1359 Decatur St, Memphis, Tennessee, 38107;TREE HAS FALLEN;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-04-15;CE-Weeds Occupied Property;30.0;07-002;38107.0;35.17723147;-90.02345227;2023-09-08;;35.17723147, -90.02345227;Sylvan Heights
4218748;2019-05-06;074037 B00042;0740370B000420;4934 WOODDALE AVE;4934 Wooddale Ave, Memphis, Tennessee, 38118;Court Date set for 01/07/2022 @ 9:00am - occupied property with high grass and weeds;Weeds;Closed;DISM;Case dismissed         Need further discussion;2021-10-08;CE-Weeds Occupied Property;200.0;03-003;38118.0;35.05369285;-89.89917496;2022-02-23;N;35.05369285, -89.89917496;Parkway Village
5180562;2021-04-08;074016  00020;07401600000200;4939 KNIGHT ARNOLD RD;4939 Knight Arnold Rd, Memphis, Tennessee, 38118;junky yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-12;CE-Junky Yard;194.0;04-005;38118.0;35.06193031;-89.89892399;2022-02-23;N;35.06193031, -89.89892399;Parkway Village
4921102;2020-11-09;093508 N00039;0935080N000390;6844 MEADOW CHASE LN;6844 Meadow Chase Ln, Memphis, Tennessee, 38115;JUNKY FRONT YARD;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-01-13;CE-Junky Yard;205.0;02-003;38115.0;35.03629811;-89.83514521;2022-02-23;N;35.03629811, -89.83514521;Unknown
5969156;2022-11-16;062012  00018;06201200000180;1773 W LLOYD CIR;1773 W Lloyd Cir, Memphis, Tennessee, 38108;In Compliance (Court Order) on 10/18/2023. junky yard;Inspection-Junky Yard;Closed;DISM;Case dismissed         Need further discussion;2023-05-05;CE-Junky Yard;43.0;07-006;38108.0;35.18087896;-89.93952289;2024-03-05;;35.18087896, -89.93952289;Unknown
5143668;2021-04-03;054034  00022;05403400000220;4384 ZELDA LN;4384 Zelda Ln, Memphis, Tennessee, 38122;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-06-21;CE-Weeds Occupied Property;49.0;05-004;38122.0;35.15786109;-89.91440957;2022-02-23;N;35.15786109, -89.91440957;Unknown
5046598;2021-01-25;031092  00012;03109200000120;2100 CLAREMONT CIR;2100 Claremont Cir, Memphis, Tennessee, 38114;junky yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-12-30;CE-Junky Yard;116.0;04-006;38114.0;35.10891889;-89.99318347;2022-02-23;N;35.10891889, -89.99318347;Unknown
6143476;2023-04-10;084007  00225;08400700002250;2990 DUMBEATH RD;2990 Dumbeath Rd, Memphis, Tennessee, 38128;Grass need to be cut and leaves and everywhere. Someone is living there.;Inspection-Junky Yard;In Progress;FM-7;Hearing missed - FORM 7;2023-05-04;CE-Junky Yard;21.0;01-001;38128.0;35.21403658;-89.96412425;2024-02-02;Y;35.21403658, -89.96412425;Frayser Spring Hill
5460532;2021-10-05;075108  00002;07510800000020;803 LEVI RD;803 W Levi Rd, Memphis, Tennessee, 38109;HIGH GRASS;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-21;CE-Weeds Occupied Property;160.0;06-003;38109.0;35.04210889;-90.09098913;2022-02-23;N;35.04210889, -90.09098913;Unknown
4967336;2020-12-04;087004  00125;08700400001250;3869 COVINGTON PIKE;3869 Covington Pike, Memphis, Tennessee, 38135;junky yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-03-05;CE-Junky Yard;;01-002;38135.0;35.23141175;-89.89110454;2022-08-26;N;35.23141175, -89.89110454;Unknown
5296882;2021-06-16;042031  00008;04203100000080;2351 MARBLE AVE;2351 Marble Ave, Memphis, Tennessee, 38108;Backyard junk near rear property line;Inspection-Junky Yard;Closed;CO;Closed, Other;2021-09-11;CE-Junky Yard;40.0;07-005;38108.0;35.17092783;-89.97878362;2022-02-23;N;35.17092783, -89.97878362;Hollywood
5724674;2022-06-01;060091  00028;06009100000280;2352 VERDUN COVE;2352 Verdun Cv, Memphis, Tennessee, 38114;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-10-04;CE-Weeds Occupied Property;139.0;04-001;38114.0;35.08096521;-89.99964766;2023-01-19;N;35.08096521, -89.99964766;Unknown
5490064;2021-12-15;059037 A00133;0590370A001330;1595 JOANNE ST;1595 Joanne St, Memphis, Tennessee, 38111;OUTSIDE STORAGE porch;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-03-14;CE-Junky Yard;146.0;04-007;38111.0;35.08797409;-89.95472085;2023-01-19;N;35.08797409, -89.95472085;Unknown
5349800;2021-07-17;030024  00012;03002400000120;2006 CENTRAL AVE;2006 Central Ave, Memphis, Tennessee, 38104;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-07;CE-Weeds Occupied Property;81.0;05-001;38104.0;35.12644845;-89.99501756;2022-02-23;N;35.12644845, -89.99501756;Lenox
6098422;2023-03-09;056041  00035;05604100000350;661 W SUGGS DR;661 W Suggs Dr, Memphis, Tennessee, 38120;Citizen called w/ complaint for vehicles blocking traffic as well as junky yard for over 3 years;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-04-12;CE-Junky Yard;73.0;05-005;38120.0;35.1129636;-89.88315739;2023-04-14;N;35.1129636, -89.88315739;Brookfield
5446774;2021-09-23;031020  00015;03102000000150;1708 GLENVIEW AVE;1708 Glenview Ave, Memphis, Tennessee, 38106;high grass and weeds;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-07;CE-Weeds Occupied Property;100.0;04-002;38114.0;35.11082709;-90.00550086;2022-02-23;N;35.11082709, -90.00550086;Unknown
5315946;2021-06-22;035042  00003;03504200000030;123 MAJUBA AVE;123 Majuba Ave, Memphis, Tennessee, 38109;occupied property with high grass and weeds;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-06;CE-Weeds Occupied Property;128.0;06-004;38109.0;35.09680392;-90.06703921;2022-02-23;Y;35.09680392, -90.06703921;Mallory
5933644;2022-10-12;073041 G00059;0730410G000590;3386 EASTPORT CV;3386 Eastport Cv, Memphis, Tennessee, 38118;Dismissed on 11/1/2023. CE-Junky Yard;Inspection-Junky Yard;Closed;DISM;Case dismissed         Need further discussion;2023-07-19;CE-Junky Yard;201.0;03-003;38118.0;35.05616703;-89.91741083;2024-03-05;N;35.05616703, -89.91741083;Parkway Village
5327936;2021-06-30;089039  00001;08903900000010;2058 LEICHESTER LN;2058 Leichester Ln, Memphis, Tennessee, 38134;TRUCK AND TRAILER PARKING ON THE GRASS;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-29;CE-Junky Yard;28.0;01-003;38134.0;35.18159646;-89.85422859;2022-02-23;N;35.18159646, -89.85422859;Unknown
5736542;2022-06-08;041005  00029;04100500000290;1596 MAY ST;1596 May St, Memphis, Tennessee, 38108;high grass and weed occupied, metal on ground in backyard that needs to be picked up, junk on front porch;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-09-06;CE-Weeds Occupied Property;39.0;07-005;38108.0;35.18004389;-89.99013958;2022-08-31;N;35.18004389, -89.99013958;North Memphis
5402392;2021-08-23;075249  00014;07524900000140;396 MAGGIE DR;396 Maggie Dr, Memphis, Tennessee, 38109;Overgrown hedges in the front and backyard. Please take a look at the backyard;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-11-03;CE-Weeds Occupied Property;174.0;06-002;38109.0;35.01200438;-90.07730059;2022-02-23;N;35.01200438, -90.07730059;Unknown
4678882;2020-06-03;044049  00004;04404900000040;29 N REESE ST;29 N Reese St, Memphis, Tennessee, 38111;CE-Weeds Occupied Property;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-01-18;CE-Weeds Occupied Property;66.0;05-002;38111.0;35.13260494;-89.95062807;2022-02-23;N;35.13260494, -89.95062807;Unknown
5409194;2021-08-26;029020  00016;02902000000160;2294 OLIVER AVE;2294 Oliver Ave, Memphis, Tennessee, 38104;High Grass -S.H.C.;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-14;CE-Weeds Occupied Property;82.0;04-006;;;;2024-02-03;Y;;Unknown
5759952;2022-06-23;071003  00026;07100300000260;1794 BALDWIN AVE;1794 Baldwin Ave, Memphis, Tennessee, 38127;JUNKY FRONT YARD;Inspection-Junky Yard;Closed;CVOID;Closed Void;2022-07-12;CE-Junky Yard;1.0;07-001;38127.0;35.23761543;-90.00364184;2022-08-11;N;35.23761543, -90.00364184;Unknown
5222952;2021-04-23;050007  00025;05000700000250;228 HOLLAND AVE;228 Holland Ave, Memphis, Tennessee, 38109;Court date set for 06/21/2024 @ 9:00am - JUNK AND DEBRIS UNDER CARPORT AND SIDE YARD, HIGH GRASS AND WEEDS IN BACKYARD;Inspection-Junky Yard;Pending Litigation;CTCNT;Court case continued;2023-05-19;CE-Junky Yard;129.0;06-004;38109.0;35.09282362;-90.07038896;2024-05-21;N;35.09282362, -90.07038896;Mallory
5658198;2022-04-20;082020  00016C;0820200000016C;991 FIELDS RD;991 Fields Rd, Memphis, Tennessee, 38109;junky yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-08-29;CE-Junky Yard;161.0;06-003;38109.0;35.04929372;-90.09713285;2022-08-29;;35.04929372, -90.09713285;Unknown
5310864;2021-06-18;073026  00017;07302600000170;3970 COMMANCHE RD;3970 Comanche Rd, Memphis, Tennessee, 38118;trash and debris in front and backyard causing rodents;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-07;CE-Junky Yard;192.0;04-005;38118.0;35.06937197;-89.93102412;2022-05-02;N;35.06937197, -89.93102412;Unknown
6054508;2023-01-27;075064  00016;07506400000160;26 W BELLE HAVEN RD;26 W Belle Haven Rd, Memphis, Tennessee, 38109;COURT DATE 06/28/2023 @ 9:00AM. JUNKY YARD;Inspection-Junky Yard;Pending Litigation;CTCNT;Court case continued;2023-05-17;CE-Junky Yard;156.0;06-003;38109.0;35.05979747;-90.06483224;2024-05-21;N;35.05979747, -90.06483224;Unknown
5223702;2021-04-28;042038  00086C;0420380000086C;2248 DEVOY AVE;2248 Devoy Ave, Memphis, Tennessee, 38108;trash and debris around property front and back causing rodents;Inspection-Junky Yard;Closed;JA;Justified, Active already file;2021-08-28;CE-Junky Yard;41.0;07-005;38108.0;35.16571716;-89.98243307;2022-02-23;N;35.16571716, -89.98243307;North Memphis
5715046;2022-05-24;058046  00012;05804600000120;3561 CARRINGTON RD;3561 Carrington Rd, Memphis, Tennessee, 38111;junky back yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-30;CE-Junky Yard;113.0;04-004;38111.0;35.10625035;-89.94378657;2023-01-19;N;35.10625035, -89.94378657;Unknown
5302832;2021-06-14;043064  00032;04306400000320;3480 ROSAMOND AVE;3480 Rosamond Ave, Memphis, Tennessee, 38122;junky property with trash and debris several broken down cars causing rodents;Inspection-Junky Yard;Closed;CO;Closed, Other;2021-10-21;CE-Junky Yard;46.0;07-006;38122.0;35.16322662;-89.94456023;2022-10-24;N;35.16322662, -89.94456023;Unknown
4878024;2020-10-09;031083  00041;03108300000410;1392 KYLE ST;1392 Kyle St, Memphis, Tennessee, 38106;JUNKY FRONT YARD;Inspection-Junky Yard;Closed;CVOID;Closed Void;2021-01-13;CE-Junky Yard;116.0;04-006;38114.0;35.10799228;-90.00453293;2022-02-23;N;35.10799228, -90.00453293;Unknown
5629158;2022-03-29;053037  00032;05303700000320;1539 N GRAHAM ST;1539 N Graham St, Memphis, Tennessee, 38108;JUNKY FRONT YARD;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-04-14;CE-Junky Yard;44.0;07-006;38108.0;35.17375292;-89.92698598;2022-06-04;N;35.17375292, -89.92698598;Unknown
5059706;2021-02-05;049064  00004;04906400000040;711 E DEMPSTER AVE;711 E Dempster Ave, Memphis, Tennessee, 38106;junky backyard;Inspection-Junky Yard;Closed;CVOID;Closed Void;2021-05-04;CE-Junky Yard;133.0;06-003;38106.0;35.08493299;-90.03933023;2022-02-23;N;35.08493299, -90.03933023;Unknown
5077746;2021-03-01;073050  00013;07305000000130;4228 KENOSHA RD;4228 Kenosha Rd, Memphis, Tennessee, 38118;TRASH, DEBRIS AND CHATTLE;Inspection-Junky Yard;Closed;CVOID;Closed Void;2021-05-12;CE-Junky Yard;192.0;04-005;38118.0;35.0683916;-89.92268563;2022-07-07;N;35.0683916, -89.92268563;Unknown
5091748;2021-03-12;074027  00024;07402700000240;4816 WOODDALE AVE;4816 Wooddale Ave, Memphis, Tennessee, 38118;Two piles of debris in back yard.;Inspection-Junky Yard;Closed;CVOID;Closed Void;2021-04-07;CE-Junky Yard;200.0;03-003;38118.0;35.05375511;-89.90305582;2022-02-23;N;35.05375511, -89.90305582;Parkway Village
5776210;2022-07-05;073076  00001;07307600000010;4593 WOODDALE AVE;4593 Wooddale Ave, Memphis, Tennessee, 38118;JUNKY FRONT YARD, FULL OF TRASH;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-21;CE-Junky Yard;201.0;03-003;38118.0;35.05342501;-89.91041157;2023-01-19;N;35.05342501, -89.91041157;Parkway Village
5741214;2022-06-11;056043  00023;05604300000230;580 S WHITE STATION RD;580 S White Station Rd, Memphis, Tennessee, 38117;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-06;CE-Weeds Occupied Property;74.0;05-005;38117.0;35.11522469;-89.88743105;2023-02-28;N;35.11522469, -89.88743105;Unknown
4818842;2020-08-25;060149  00009;06014900000090;2483 JOHANNA DR;2483 Johanna Dr, Memphis, Tennessee, 38114;junky yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-01-07;CE-Junky Yard;139.0;04-001;38114.0;35.07736212;-90.00026004;2022-02-23;N;35.07736212, -90.00026004;Unknown
5331192;2021-07-03;049038  00008;04903800000080;1821 S ORLEANS ST;1821 S Orleans St, Memphis, Tennessee, 38106;Backyard junk with inoperable vehicles;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-23;CE-Junky Yard;132.0;06-007;38106.0;35.09722514;-90.04207534;2022-02-23;N;35.09722514, -90.04207534;South Memphis
5136744;2021-04-01;031115  00032;03111500000320;1948 SOUTHERN AVE;1948 Southern Ave, Memphis, Tennessee, 38114;HIGH WEEDS GRASS;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-20;CE-Weeds Occupied Property;82.0;04-006;38114.0;35.11651654;-89.99729184;2022-02-23;N;35.11651654, -89.99729184;Cooper-Young
6051720;2023-01-25;058105  00024;05810500000240;1496 MINK ST;1496 Mink St, Memphis, Tennessee, 38111;Dismissed per Court on 11/15/2023. CE-Junky Yard;Inspection-Junky Yard;Closed;DISM;Case dismissed         Need further discussion;2023-05-11;CE-Junky Yard;150.0;04-005;38111.0;35.09102261;-89.92444349;2024-03-05;Y;35.09102261, -89.92444349;Unknown
4637026;2020-06-18;093407 C00059;0934070C000590;4267 CARY HILL DR;4267 Cary Hill Dr, Memphis, Tennessee, 38141;Court date set for 4/7/2021 at 9:00 A.M. . JUNKY FRONT YARD;Inspection-Junky Yard;Closed;DISM;Case dismissed         Need further discussion;2021-04-07;CE-Junky Yard;209.0;03-004;38141.0;35.03208092;-89.87193808;2022-02-23;N;35.03208092, -89.87193808;Unknown
